"","year.x","state","state_fips.x","honey_producing_colonies","yield_per_colony","production","compound","low","high"
"741","2007","North Carolina",37,10,54,540,"CHLOROTHALONIL",NA,366907
"742","2007","North Carolina",37,10,54,540,"CHLORPYRIFOS",NA,113055
"743","2007","North Carolina",37,10,54,540,"CLOTHIANIDIN",NA,8125
"744","2007","North Carolina",37,10,54,540,"IMIDACLOPRID",NA,4320
"745","2007","North Carolina",37,10,54,540,"THIACLOPRID",NA,218
"746","2007","North Dakota",38,370,91,33670,"CHLOROTHALONIL",NA,370000
"747","2007","North Dakota",38,370,91,33670,"CHLORPYRIFOS",NA,158558
"748","2007","North Dakota",38,370,91,33670,"CLOTHIANIDIN",NA,4921
"749","2007","North Dakota",38,370,91,33670,"FIPRONIL",NA,2930
"750","2007","North Dakota",38,370,91,33670,"IMIDACLOPRID",NA,6867
"751","2007","Ohio",39,15,69,1035,"CHLOROTHALONIL",13259,14619
"752","2007","Ohio",39,15,69,1035,"CHLORPYRIFOS",49702,87709
"753","2007","Ohio",39,15,69,1035,"CLOTHIANIDIN",12107,12107
"754","2007","Ohio",39,15,69,1035,"FIPRONIL",NA,1464
"755","2007","Ohio",39,15,69,1035,"IMIDACLOPRID",NA,4019
"756","2007","Ohio",39,15,69,1035,"THIACLOPRID",NA,195
"757","2007","Oregon",41,39,42,1638,"CHLOROTHALONIL",NA,47517
"758","2007","Oregon",41,39,42,1638,"CHLORPYRIFOS",NA,39705
"759","2007","Oregon",41,39,42,1638,"CLOTHIANIDIN",NA,1173
"760","2007","Oregon",41,39,42,1638,"IMIDACLOPRID",NA,1600
"761","2007","Oregon",41,39,42,1638,"THIACLOPRID",NA,369
"762","2007","Pennsylvania",42,28,56,1568,"CHLOROTHALONIL",NA,63661
"763","2007","Pennsylvania",42,28,56,1568,"CHLORPYRIFOS",NA,135644
"764","2007","Pennsylvania",42,28,56,1568,"CLOTHIANIDIN",9829,9829
"765","2007","Pennsylvania",42,28,56,1568,"IMIDACLOPRID",NA,2196
"766","2007","Pennsylvania",42,28,56,1568,"THIACLOPRID",NA,742
"767","2007","South Dakota",46,220,79,17380,"CHLOROTHALONIL",NA,10120
"768","2007","South Dakota",46,220,79,17380,"CHLORPYRIFOS",NA,111521
"769","2007","South Dakota",46,220,79,17380,"CLOTHIANIDIN",NA,17258
"770","2007","South Dakota",46,220,79,17380,"FIPRONIL",NA,18216
"771","2007","South Dakota",46,220,79,17380,"IMIDACLOPRID",NA,5379
"772","2007","Tennessee",47,7,55,385,"CHLOROTHALONIL",NA,7873
"773","2007","Tennessee",47,7,55,385,"CHLORPYRIFOS",NA,7975
"774","2007","Tennessee",47,7,55,385,"CLOTHIANIDIN",2120,2120
"775","2007","Tennessee",47,7,55,385,"FIPRONIL",NA,721
"776","2007","Tennessee",47,7,55,385,"IMIDACLOPRID",NA,5459
"777","2007","Tennessee",47,7,55,385,"THIACLOPRID",NA,18
"778","2007","Texas",48,84,71,5964,"CHLOROTHALONIL",NA,72645
"779","2007","Texas",48,84,71,5964,"CHLORPYRIFOS",NA,197650
"780","2007","Texas",48,84,71,5964,"CLOTHIANIDIN",NA,13961
"781","2007","Texas",48,84,71,5964,"FIPRONIL",NA,1493
"782","2007","Texas",48,84,71,5964,"IMIDACLOPRID",NA,28638
"783","2007","Utah",49,23,45,1035,"CHLOROTHALONIL",779,779
"784","2007","Utah",49,23,45,1035,"CHLORPYRIFOS",NA,14165
"785","2007","Utah",49,23,45,1035,"CLOTHIANIDIN",11,11
"786","2007","Utah",49,23,45,1035,"IMIDACLOPRID",NA,15
"787","2007","Vermont",50,6,91,546,"CHLOROTHALONIL",1188,1211
"788","2007","Vermont",50,6,91,546,"CHLORPYRIFOS",2507,2551
"789","2007","Vermont",50,6,91,546,"CLOTHIANIDIN",71,71
"790","2007","Vermont",50,6,91,546,"IMIDACLOPRID",80,79
"791","2007","Vermont",50,6,91,546,"THIACLOPRID",38,38
"792","2007","Virginia",51,8,37,296,"CHLOROTHALONIL",NA,66453
"793","2007","Virginia",51,8,37,296,"CHLORPYRIFOS",NA,30885
"794","2007","Virginia",51,8,37,296,"CLOTHIANIDIN",NA,2903
"795","2007","Virginia",51,8,37,296,"IMIDACLOPRID",NA,1893
"796","2007","Virginia",51,8,37,296,"THIACLOPRID",NA,26
"797","2007","Washington",53,51,55,2805,"CHLOROTHALONIL",NA,196227
"798","2007","Washington",53,51,55,2805,"CHLORPYRIFOS",151517,155325
"799","2007","Washington",53,51,55,2805,"CLOTHIANIDIN",NA,2433
"800","2007","Washington",53,51,55,2805,"IMIDACLOPRID",NA,8495
"801","2007","Washington",53,51,55,2805,"THIACLOPRID",NA,1076
"802","2007","West Virginia",54,8,51,408,"CHLOROTHALONIL",2386,2386
"803","2007","West Virginia",54,8,51,408,"CHLORPYRIFOS",NA,5028
"804","2007","West Virginia",54,8,51,408,"CLOTHIANIDIN",137,137
"805","2007","West Virginia",54,8,51,408,"IMIDACLOPRID",NA,173
"806","2007","West Virginia",54,8,51,408,"THIACLOPRID",NA,172
"807","2007","Wisconsin",55,64,83,5312,"CHLOROTHALONIL",NA,112581
"808","2007","Wisconsin",55,64,83,5312,"CHLORPYRIFOS",NA,74137
"809","2007","Wisconsin",55,64,83,5312,"CLOTHIANIDIN",11491,11491
"810","2007","Wisconsin",55,64,83,5312,"FIPRONIL",NA,4704
"811","2007","Wisconsin",55,64,83,5312,"IMIDACLOPRID",NA,4136
"812","2007","Wyoming",56,40,56,2240,"CHLOROTHALONIL",3203,3312
"813","2007","Wyoming",56,40,56,2240,"CHLORPYRIFOS",NA,22455
"814","2007","Wyoming",56,40,56,2240,"CLOTHIANIDIN",NA,120
"815","2007","Wyoming",56,40,56,2240,"FIPRONIL",NA,71
"816","2007","Wyoming",56,40,56,2240,"IMIDACLOPRID",196,196
"817","2008","Alabama",1,11,72,792,"CHLOROTHALONIL",413058,413203
"818","2008","Alabama",1,11,72,792,"CHLORPYRIFOS",9062,81195
"819","2008","Alabama",1,11,72,792,"CLOTHIANIDIN",NA,1594
"820","2008","Alabama",1,11,72,792,"IMIDACLOPRID",NA,3294
"821","2008","Arizona",4,30,65,1950,"CHLOROTHALONIL",8686,9204
"822","2008","Arizona",4,30,65,1950,"CHLORPYRIFOS",3709,14151
"823","2008","Arizona",4,30,65,1950,"IMIDACLOPRID",8153,8545
"824","2008","Arkansas",5,32,76,2432,"CHLOROTHALONIL",1657,1657
"825","2008","Arkansas",5,32,76,2432,"CHLORPYRIFOS",NA,84048
"826","2008","Arkansas",5,32,76,2432,"CLOTHIANIDIN",NA,2165
"827","2008","Arkansas",5,32,76,2432,"IMIDACLOPRID",NA,9093
"828","2008","California",6,380,52,19760,"CHLOROTHALONIL",215794,215794
"829","2008","California",6,380,52,19760,"CHLORPYRIFOS",610205,610205
"830","2008","California",6,380,52,19760,"CLOTHIANIDIN",609,609
"831","2008","California",6,380,52,19760,"IMIDACLOPRID",61480,61480
"832","2008","California",6,380,52,19760,"THIACLOPRID",18,18
"833","2008","Colorado",8,36,75,2700,"CHLOROTHALONIL",33162,33162
"834","2008","Colorado",8,36,75,2700,"CHLORPYRIFOS",NA,62411
"835","2008","Colorado",8,36,75,2700,"CLOTHIANIDIN",NA,4894
"836","2008","Colorado",8,36,75,2700,"FIPRONIL",NA,598
"837","2008","Colorado",8,36,75,2700,"IMIDACLOPRID",NA,960
"838","2008","Florida",12,170,81,13770,"CHLOROTHALONIL",521468,538963
"839","2008","Florida",12,170,81,13770,"CHLORPYRIFOS",177071,190341
"840","2008","Florida",12,170,81,13770,"CLOTHIANIDIN",132,132
"841","2008","Florida",12,170,81,13770,"FIPRONIL",NA,385
"842","2008","Florida",12,170,81,13770,"IMIDACLOPRID",30649,31044
"843","2008","Georgia",13,63,74,4662,"CHLOROTHALONIL",1086435,1101403
"844","2008","Georgia",13,63,74,4662,"CHLORPYRIFOS",NA,282470
"845","2008","Georgia",13,63,74,4662,"CLOTHIANIDIN",NA,1936
"846","2008","Georgia",13,63,74,4662,"THIACLOPRID",19,19
"847","2008","Idaho",16,95,44,4180,"CHLOROTHALONIL",78114,78114
"848","2008","Idaho",16,95,44,4180,"CHLORPYRIFOS",NA,223007
"849","2008","Idaho",16,95,44,4180,"CLOTHIANIDIN",NA,467
"850","2008","Idaho",16,95,44,4180,"FIPRONIL",NA,1836
"851","2008","Idaho",16,95,44,4180,"IMIDACLOPRID",15831,15856
"852","2008","Idaho",16,95,44,4180,"THIACLOPRID",NA,15
"853","2008","Illinois",17,10,66,660,"CHLOROTHALONIL",NA,17221
"854","2008","Illinois",17,10,66,660,"CHLORPYRIFOS",NA,128023
"855","2008","Illinois",17,10,66,660,"CLOTHIANIDIN",83465,83465
"856","2008","Illinois",17,10,66,660,"FIPRONIL",NA,2432
"857","2008","Illinois",17,10,66,660,"IMIDACLOPRID",NA,10471
"858","2008","Indiana",18,6,54,324,"CHLOROTHALONIL",20475,20831
"859","2008","Indiana",18,6,54,324,"CHLORPYRIFOS",121345,203608
"860","2008","Indiana",18,6,54,324,"CLOTHIANIDIN",37055,37055
"861","2008","Indiana",18,6,54,324,"FIPRONIL",NA,2215
"862","2008","Indiana",18,6,54,324,"IMIDACLOPRID",NA,2749
"863","2008","Indiana",18,6,54,324,"THIACLOPRID",15,15
"864","2008","Iowa",19,26,84,2184,"CHLOROTHALONIL",NA,14363
"865","2008","Iowa",19,26,84,2184,"CHLORPYRIFOS",472009,491280
"866","2008","Iowa",19,26,84,2184,"CLOTHIANIDIN",95693,95693
"867","2008","Iowa",19,26,84,2184,"FIPRONIL",NA,10347
"868","2008","Iowa",19,26,84,2184,"IMIDACLOPRID",NA,16994
"869","2008","Kansas",20,14,55,770,"CHLOROTHALONIL",3039,3038
"870","2008","Kansas",20,14,55,770,"CHLORPYRIFOS",NA,370560
"871","2008","Kansas",20,14,55,770,"CLOTHIANIDIN",18574,18574
"872","2008","Kansas",20,14,55,770,"FIPRONIL",NA,6306
"873","2008","Kansas",20,14,55,770,"IMIDACLOPRID",NA,6266
"874","2008","Kentucky",21,5,56,280,"CHLOROTHALONIL",7745,8735
"875","2008","Kentucky",21,5,56,280,"CHLORPYRIFOS",NA,44050
"876","2008","Kentucky",21,5,56,280,"CLOTHIANIDIN",5238,5238
"877","2008","Kentucky",21,5,56,280,"FIPRONIL",NA,290
"878","2008","Kentucky",21,5,56,280,"IMIDACLOPRID",2837,5612
"879","2008","Louisiana",22,30,90,2700,"CHLOROTHALONIL",1110,1110
"880","2008","Louisiana",22,30,90,2700,"CHLORPYRIFOS",NA,19570
"881","2008","Louisiana",22,30,90,2700,"CLOTHIANIDIN",NA,1055
"882","2008","Louisiana",22,30,90,2700,"IMIDACLOPRID",NA,10845
"883","2008","Maine",23,11,23,253,"CHLOROTHALONIL",142044,178919
"884","2008","Maine",23,11,23,253,"CHLORPYRIFOS",1453,1791
"885","2008","Maine",23,11,23,253,"CLOTHIANIDIN",NA,3
"886","2008","Maine",23,11,23,253,"IMIDACLOPRID",3601,3622
"887","2008","Michigan",26,72,55,3960,"CHLOROTHALONIL",347500,356256
"888","2008","Michigan",26,72,55,3960,"CHLORPYRIFOS",NA,105110
"889","2008","Michigan",26,72,55,3960,"CLOTHIANIDIN",17500,17500
"890","2008","Michigan",26,72,55,3960,"FIPRONIL",NA,610
"891","2008","Michigan",26,72,55,3960,"IMIDACLOPRID",NA,4561
"892","2008","Michigan",26,72,55,3960,"THIACLOPRID",NA,1113
"893","2008","Minnesota",27,125,80,10000,"CHLOROTHALONIL",NA,138547
"894","2008","Minnesota",27,125,80,10000,"CHLORPYRIFOS",438044,461272
"895","2008","Minnesota",27,125,80,10000,"CLOTHIANIDIN",42546,42877
"896","2008","Minnesota",27,125,80,10000,"FIPRONIL",NA,3936
"897","2008","Minnesota",27,125,80,10000,"IMIDACLOPRID",NA,8181
"898","2008","Mississippi",28,14,98,1372,"CHLOROTHALONIL",NA,15385
"899","2008","Mississippi",28,14,98,1372,"CHLORPYRIFOS",NA,29736
"900","2008","Mississippi",28,14,98,1372,"CLOTHIANIDIN",NA,4825
"901","2008","Mississippi",28,14,98,1372,"IMIDACLOPRID",NA,12015
"902","2008","Missouri",29,15,46,690,"CHLOROTHALONIL",8785,8785
"903","2008","Missouri",29,15,46,690,"CHLORPYRIFOS",NA,108807
"904","2008","Missouri",29,15,46,690,"CLOTHIANIDIN",NA,14582
"905","2008","Missouri",29,15,46,690,"FIPRONIL",NA,8956
"906","2008","Missouri",29,15,46,690,"IMIDACLOPRID",NA,9535
"907","2008","Montana",30,132,79,10428,"CHLOROTHALONIL",NA,3919
"908","2008","Montana",30,132,79,10428,"CHLORPYRIFOS",NA,94522
"909","2008","Montana",30,132,79,10428,"CLOTHIANIDIN",442,443
"910","2008","Montana",30,132,79,10428,"FIPRONIL",NA,16
"911","2008","Montana",30,132,79,10428,"IMIDACLOPRID",NA,163
"912","2008","Nebraska",31,47,73,3431,"CHLOROTHALONIL",NA,58594
"913","2008","Nebraska",31,47,73,3431,"CHLORPYRIFOS",NA,320605
"914","2008","Nebraska",31,47,73,3431,"CLOTHIANIDIN",52256,52256
"915","2008","Nebraska",31,47,73,3431,"FIPRONIL",NA,6520
"916","2008","Nebraska",31,47,73,3431,"IMIDACLOPRID",NA,9834
"917","2008","Nevada",32,9,37,333,"CHLOROTHALONIL",5091,5091
"918","2008","Nevada",32,9,37,333,"CHLORPYRIFOS",NA,8100
"919","2008","Nevada",32,9,37,333,"CLOTHIANIDIN",4,4
"920","2008","Nevada",32,9,37,333,"FIPRONIL",22,22
"921","2008","Nevada",32,9,37,333,"IMIDACLOPRID",293,293
"922","2008","New Jersey",34,9,36,324,"CHLOROTHALONIL",8122,27610
"923","2008","New Jersey",34,9,36,324,"CHLORPYRIFOS",NA,7879
"924","2008","New Jersey",34,9,36,324,"CLOTHIANIDIN",543,543
"925","2008","New Jersey",34,9,36,324,"IMIDACLOPRID",NA,448
"926","2008","New Jersey",34,9,36,324,"THIACLOPRID",34,33
"927","2008","New Mexico",35,7,48,336,"CHLOROTHALONIL",6573,6791
"928","2008","New Mexico",35,7,48,336,"CHLORPYRIFOS",92520,96057
"929","2008","New Mexico",35,7,48,336,"CLOTHIANIDIN",NA,877
"930","2008","New Mexico",35,7,48,336,"FIPRONIL",NA,129
"931","2008","New Mexico",35,7,48,336,"IMIDACLOPRID",3018,3197
"932","2008","New York",36,60,64,3840,"CHLOROTHALONIL",70581,72448
"933","2008","New York",36,60,64,3840,"CHLORPYRIFOS",NA,49975
"934","2008","New York",36,60,64,3840,"CLOTHIANIDIN",NA,7014
"935","2008","New York",36,60,64,3840,"IMIDACLOPRID",3039,3275
"936","2008","New York",36,60,64,3840,"THIACLOPRID",NA,1660
"937","2008","North Carolina",37,10,50,500,"CHLOROTHALONIL",78380,79702
"938","2008","North Carolina",37,10,50,500,"CHLORPYRIFOS",NA,95726
"939","2008","North Carolina",37,10,50,500,"CLOTHIANIDIN",NA,4124
"940","2008","North Carolina",37,10,50,500,"FIPRONIL",NA,247
"941","2008","North Carolina",37,10,50,500,"IMIDACLOPRID",NA,5481
"942","2008","North Carolina",37,10,50,500,"THIACLOPRID",NA,295
"943","2008","North Dakota",38,350,74,25900,"CHLOROTHALONIL",NA,183594
"944","2008","North Dakota",38,350,74,25900,"CHLORPYRIFOS",NA,446194
"945","2008","North Dakota",38,350,74,25900,"CLOTHIANIDIN",NA,8445
"946","2008","North Dakota",38,350,74,25900,"FIPRONIL",NA,656
"947","2008","North Dakota",38,350,74,25900,"IMIDACLOPRID",NA,9955
"948","2008","Ohio",39,14,56,784,"CHLOROTHALONIL",23288,25726
"949","2008","Ohio",39,14,56,784,"CHLORPYRIFOS",18285,49273
"950","2008","Ohio",39,14,56,784,"CLOTHIANIDIN",19788,19788
"951","2008","Ohio",39,14,56,784,"FIPRONIL",NA,1017
"952","2008","Ohio",39,14,56,784,"IMIDACLOPRID",NA,2709
"953","2008","Ohio",39,14,56,784,"THIACLOPRID",NA,138
"954","2008","Oregon",41,46,48,2208,"CHLOROTHALONIL",NA,74315
"955","2008","Oregon",41,46,48,2208,"CHLORPYRIFOS",37984,56994
"956","2008","Oregon",41,46,48,2208,"CLOTHIANIDIN",NA,335
"957","2008","Oregon",41,46,48,2208,"FIPRONIL",132,132
"958","2008","Oregon",41,46,48,2208,"IMIDACLOPRID",NA,2945
"959","2008","Oregon",41,46,48,2208,"THIACLOPRID",NA,590
"960","2008","Pennsylvania",42,28,40,1120,"CHLOROTHALONIL",36755,37574
"961","2008","Pennsylvania",42,28,40,1120,"CHLORPYRIFOS",61811,82009
"962","2008","Pennsylvania",42,28,40,1120,"CLOTHIANIDIN",10004,10004
"963","2008","Pennsylvania",42,28,40,1120,"IMIDACLOPRID",1817,1972
"964","2008","Pennsylvania",42,28,40,1120,"THIACLOPRID",NA,511
"965","2008","South Dakota",46,225,47,10575,"CHLOROTHALONIL",NA,20588
"966","2008","South Dakota",46,225,47,10575,"CHLORPYRIFOS",NA,227122
"967","2008","South Dakota",46,225,47,10575,"CLOTHIANIDIN",NA,19031
"968","2008","South Dakota",46,225,47,10575,"FIPRONIL",NA,1035
"969","2008","South Dakota",46,225,47,10575,"IMIDACLOPRID",NA,8372
"970","2008","Tennessee",47,7,55,385,"CHLOROTHALONIL",5102,18554
"971","2008","Tennessee",47,7,55,385,"CHLORPYRIFOS",NA,41298
"972","2008","Tennessee",47,7,55,385,"CLOTHIANIDIN",3440,3440
"973","2008","Tennessee",47,7,55,385,"IMIDACLOPRID",NA,9695
"974","2008","Tennessee",47,7,55,385,"THIACLOPRID",17,17
"975","2008","Texas",48,82,70,5740,"CHLOROTHALONIL",NA,128286
"976","2008","Texas",48,82,70,5740,"CHLORPYRIFOS",NA,278795
"977","2008","Texas",48,82,70,5740,"CLOTHIANIDIN",NA,17188
"978","2008","Texas",48,82,70,5740,"FIPRONIL",NA,1876
"979","2008","Texas",48,82,70,5740,"IMIDACLOPRID",NA,14095
"980","2008","Utah",49,23,50,1150,"CHLOROTHALONIL",226,226
"981","2008","Utah",49,23,50,1150,"CHLORPYRIFOS",NA,27100
"982","2008","Utah",49,23,50,1150,"CLOTHIANIDIN",142,149
"983","2008","Utah",49,23,50,1150,"FIPRONIL",0,0
"984","2008","Utah",49,23,50,1150,"IMIDACLOPRID",66,66
"985","2008","Vermont",50,6,56,336,"CHLOROTHALONIL",1418,1426
"986","2008","Vermont",50,6,56,336,"CHLORPYRIFOS",1445,2972
"987","2008","Vermont",50,6,56,336,"CLOTHIANIDIN",199,199
"988","2008","Vermont",50,6,56,336,"IMIDACLOPRID",125,125
"989","2008","Vermont",50,6,56,336,"THIACLOPRID",66,66
"990","2008","Virginia",51,8,42,336,"CHLOROTHALONIL",19357,19901
"991","2008","Virginia",51,8,42,336,"CHLORPYRIFOS",26453,51676
"992","2008","Virginia",51,8,42,336,"CLOTHIANIDIN",5302,5302
"993","2008","Virginia",51,8,42,336,"FIPRONIL",3,3
"994","2008","Virginia",51,8,42,336,"IMIDACLOPRID",NA,1061
"995","2008","Washington",53,49,52,2548,"CHLOROTHALONIL",151351,151765
"996","2008","Washington",53,49,52,2548,"CHLORPYRIFOS",138824,149157
"997","2008","Washington",53,49,52,2548,"CLOTHIANIDIN",NA,1425
"998","2008","Washington",53,49,52,2548,"IMIDACLOPRID",NA,5619
"999","2008","Washington",53,49,52,2548,"THIACLOPRID",NA,866
"1000","2008","West Virginia",54,5,42,210,"CHLOROTHALONIL",4024,4029
"1001","2008","West Virginia",54,5,42,210,"CHLORPYRIFOS",8047,7979
"1002","2008","West Virginia",54,5,42,210,"CLOTHIANIDIN",383,383
"1003","2008","West Virginia",54,5,42,210,"IMIDACLOPRID",NA,92
"1004","2008","Wisconsin",55,64,93,5952,"CHLOROTHALONIL",170256,198776
"1005","2008","Wisconsin",55,64,93,5952,"CHLORPYRIFOS",NA,120845
"1006","2008","Wisconsin",55,64,93,5952,"CLOTHIANIDIN",19831,19831
"1007","2008","Wisconsin",55,64,93,5952,"FIPRONIL",NA,750
"1008","2008","Wisconsin",55,64,93,5952,"IMIDACLOPRID",6623,9207
"1009","2008","Wyoming",56,39,85,3315,"CHLOROTHALONIL",260,260
"1010","2008","Wyoming",56,39,85,3315,"CHLORPYRIFOS",NA,136496
"1011","2008","Wyoming",56,39,85,3315,"CLOTHIANIDIN",NA,391
"1012","2008","Wyoming",56,39,85,3315,"FIPRONIL",NA,32
"1013","2008","Wyoming",56,39,85,3315,"IMIDACLOPRID",NA,42
"1014","2009","Alabama",1,11,56,616,"CHLOROTHALONIL",239636,255725
"1015","2009","Alabama",1,11,56,616,"CHLORPYRIFOS",NA,39361
"1016","2009","Alabama",1,11,56,616,"CLOTHIANIDIN",4868,5084
"1017","2009","Alabama",1,11,56,616,"IMIDACLOPRID",NA,3993
"1018","2009","Arizona",4,30,64,1920,"CHLOROTHALONIL",1579,1581
"1019","2009","Arizona",4,30,64,1920,"CHLORPYRIFOS",8164,29978
"1020","2009","Arizona",4,30,64,1920,"CLOTHIANIDIN",265,265
"1021","2009","Arizona",4,30,64,1920,"IMIDACLOPRID",9089,9311
"1022","2009","Arkansas",5,28,80,2240,"CHLOROTHALONIL",NA,13265
"1023","2009","Arkansas",5,28,80,2240,"CHLORPYRIFOS",NA,15819
"1024","2009","Arkansas",5,28,80,2240,"CLOTHIANIDIN",4311,4349
"1025","2009","Arkansas",5,28,80,2240,"IMIDACLOPRID",NA,10078
"1026","2009","California",6,340,40,13600,"CHLOROTHALONIL",282862,282862
"1027","2009","California",6,340,40,13600,"CHLORPYRIFOS",557976,557976
"1028","2009","California",6,340,40,13600,"CLOTHIANIDIN",795,795
"1029","2009","California",6,340,40,13600,"IMIDACLOPRID",73979,73979
"1030","2009","Colorado",8,31,51,1581,"CHLOROTHALONIL",NA,23730
"1031","2009","Colorado",8,31,51,1581,"CHLORPYRIFOS",NA,109783
"1032","2009","Colorado",8,31,51,1581,"CLOTHIANIDIN",7355,7373
"1033","2009","Colorado",8,31,51,1581,"FIPRONIL",NA,303
"1034","2009","Colorado",8,31,51,1581,"IMIDACLOPRID",NA,2564
"1035","2009","Florida",12,160,71,11360,"CHLOROTHALONIL",517003,559128
"1036","2009","Florida",12,160,71,11360,"CHLORPYRIFOS",109793,124237
"1037","2009","Florida",12,160,71,11360,"CLOTHIANIDIN",95,95
"1038","2009","Florida",12,160,71,11360,"FIPRONIL",NA,604
"1039","2009","Florida",12,160,71,11360,"IMIDACLOPRID",30098,31799
"1040","2009","Georgia",13,60,58,3480,"CHLOROTHALONIL",941225,956062
"1041","2009","Georgia",13,60,58,3480,"CHLORPYRIFOS",NA,145372
"1042","2009","Georgia",13,60,58,3480,"CLOTHIANIDIN",2235,2300
"1043","2009","Georgia",13,60,58,3480,"IMIDACLOPRID",7378,11523
"1044","2009","Georgia",13,60,58,3480,"THIACLOPRID",0,0
"1045","2009","Idaho",16,92,41,3772,"CHLOROTHALONIL",61383,61383
"1046","2009","Idaho",16,92,41,3772,"CHLORPYRIFOS",NA,25741
"1047","2009","Idaho",16,92,41,3772,"CLOTHIANIDIN",NA,2352
"1048","2009","Idaho",16,92,41,3772,"FIPRONIL",NA,12321
"1049","2009","Idaho",16,92,41,3772,"IMIDACLOPRID",22314,22732
"1050","2009","Idaho",16,92,41,3772,"THIACLOPRID",19,19
"1051","2009","Illinois",17,9,63,567,"CHLOROTHALONIL",NA,34223
"1052","2009","Illinois",17,9,63,567,"CHLORPYRIFOS",NA,101943
"1053","2009","Illinois",17,9,63,567,"CLOTHIANIDIN",87010,87037
"1054","2009","Illinois",17,9,63,567,"FIPRONIL",NA,13390
"1055","2009","Illinois",17,9,63,567,"IMIDACLOPRID",6180,8471
"1056","2009","Indiana",18,8,53,424,"CHLOROTHALONIL",34112,34437
"1057","2009","Indiana",18,8,53,424,"CHLORPYRIFOS",62240,124748
"1058","2009","Indiana",18,8,53,424,"CLOTHIANIDIN",37119,37119
"1059","2009","Indiana",18,8,53,424,"FIPRONIL",NA,19071
"1060","2009","Indiana",18,8,53,424,"IMIDACLOPRID",13255,13890
"1061","2009","Indiana",18,8,53,424,"THIACLOPRID",17,17
"1062","2009","Iowa",19,26,81,2106,"CHLOROTHALONIL",3711,3711
"1063","2009","Iowa",19,26,81,2106,"CHLORPYRIFOS",302297,341315
"1064","2009","Iowa",19,26,81,2106,"CLOTHIANIDIN",87467,87468
"1065","2009","Iowa",19,26,81,2106,"FIPRONIL",NA,10533
"1066","2009","Iowa",19,26,81,2106,"IMIDACLOPRID",18006,17996
"1067","2009","Kansas",20,14,40,560,"CHLOROTHALONIL",4763,4912
"1068","2009","Kansas",20,14,40,560,"CHLORPYRIFOS",NA,79164
"1069","2009","Kansas",20,14,40,560,"CLOTHIANIDIN",24407,24429
"1070","2009","Kansas",20,14,40,560,"FIPRONIL",NA,3658
"1071","2009","Kansas",20,14,40,560,"IMIDACLOPRID",6681,8919
"1072","2009","Kentucky",21,4,61,244,"CHLOROTHALONIL",6259,6259
"1073","2009","Kentucky",21,4,61,244,"CHLORPYRIFOS",NA,25001
"1074","2009","Kentucky",21,4,61,244,"CLOTHIANIDIN",8065,8065
"1075","2009","Kentucky",21,4,61,244,"FIPRONIL",NA,1480
"1076","2009","Kentucky",21,4,61,244,"IMIDACLOPRID",NA,5336
"1077","2009","Louisiana",22,29,89,2581,"CHLOROTHALONIL",537,537
"1078","2009","Louisiana",22,29,89,2581,"CHLORPYRIFOS",33844,37323
"1079","2009","Louisiana",22,29,89,2581,"CLOTHIANIDIN",NA,4219
"1080","2009","Louisiana",22,29,89,2581,"IMIDACLOPRID",NA,4981
"1081","2009","Maine",23,9,26,234,"CHLOROTHALONIL",153990,153990
"1082","2009","Maine",23,9,26,234,"CHLORPYRIFOS",3031,2217
"1083","2009","Maine",23,9,26,234,"CLOTHIANIDIN",NA,186
"1084","2009","Maine",23,9,26,234,"IMIDACLOPRID",3929,3936
"1085","2009","Michigan",26,72,64,4608,"CHLOROTHALONIL",392490,400240
"1086","2009","Michigan",26,72,64,4608,"CHLORPYRIFOS",NA,80803
"1087","2009","Michigan",26,72,64,4608,"CLOTHIANIDIN",NA,11211
"1088","2009","Michigan",26,72,64,4608,"FIPRONIL",NA,565
"1089","2009","Michigan",26,72,64,4608,"IMIDACLOPRID",7771,12523
"1090","2009","Michigan",26,72,64,4608,"THIACLOPRID",NA,1083
"1091","2009","Minnesota",27,130,68,8840,"CHLOROTHALONIL",NA,116451
"1092","2009","Minnesota",27,130,68,8840,"CHLORPYRIFOS",381696,402011
"1093","2009","Minnesota",27,130,68,8840,"CLOTHIANIDIN",NA,49605
"1094","2009","Minnesota",27,130,68,8840,"FIPRONIL",NA,5393
"1095","2009","Minnesota",27,130,68,8840,"IMIDACLOPRID",7955,10683
"1096","2009","Mississippi",28,15,92,1380,"CHLOROTHALONIL",NA,33236
"1097","2009","Mississippi",28,15,92,1380,"CHLORPYRIFOS",NA,23742
"1098","2009","Mississippi",28,15,92,1380,"CLOTHIANIDIN",NA,3802
"1099","2009","Mississippi",28,15,92,1380,"IMIDACLOPRID",NA,9379
"1100","2009","Missouri",29,14,46,644,"CHLOROTHALONIL",NA,24859
"1101","2009","Missouri",29,14,46,644,"CHLORPYRIFOS",24915,41392
"1102","2009","Missouri",29,14,46,644,"CLOTHIANIDIN",23616,23669
"1103","2009","Missouri",29,14,46,644,"FIPRONIL",NA,3964
"1104","2009","Missouri",29,14,46,644,"IMIDACLOPRID",NA,10612
"1105","2009","Montana",30,135,68,9180,"CHLOROTHALONIL",NA,11781
"1106","2009","Montana",30,135,68,9180,"CHLORPYRIFOS",NA,85433
"1107","2009","Montana",30,135,68,9180,"CLOTHIANIDIN",621,620
"1108","2009","Montana",30,135,68,9180,"FIPRONIL",NA,38
